#{"t_start": 1777539009.2851279, "env_id": "None"}
r,l,t
-0.098386,7,71.924543
-0.073503,11,71.92612
-0.109446,36,71.931685
-0.082602,15,71.933852
-0.140079,11,71.935438
-0.143024,21,71.938384
-0.266092,46,71.944591
-0.147942,12,71.94621
-0.165819,43,71.952012
-0.120023,23,71.95509
-0.179164,23,71.95823
-0.152208,16,71.960342
-0.092863,10,71.96173
-0.22304,29,71.965635
-0.106803,12,71.967283
-0.121403,21,71.970108
-0.181799,28,71.97386
-0.123724,11,71.975377
-0.109829,8,71.976608
-0.212072,29,71.980645
-0.232187,23,71.983763
-0.073566,9,71.985011
-0.099607,17,72.299394
-0.114761,13,72.301403
-0.132885,9,72.302717
-0.166467,24,72.306179
-0.231422,30,72.31035
-0.307894,36,72.315663
-0.295649,66,72.324682
-0.265692,33,72.32921
-0.083363,23,72.332522
-0.104369,15,72.334639
-0.068798,12,72.336336
-0.117881,13,72.338128
-0.098365,8,72.339257
-0.189514,33,72.343829
-0.09555,7,72.344845
-0.137843,26,72.348624
-0.066281,4,72.349243
-0.110715,19,72.351925
-0.097129,11,72.353488
-0.063792,10,72.354885
-0.094022,15,72.356987
-0.096185,9,72.358255
-0.086965,27,72.361989
-0.083077,13,72.363805
-0.175348,25,72.367559
-0.151245,25,72.371114
-0.149622,11,72.372702
-0.101849,7,72.373707
-0.168977,16,72.375954
-0.115772,10,72.377393
-0.102193,7,72.378435
-0.079353,11,72.380016
-0.088943,12,72.381848
-0.364837,40,72.387534
-0.158025,30,72.391717
-0.074594,14,72.393634
-0.262225,37,72.398677
-0.081823,13,72.400465
-0.100112,18,72.402905
-0.134034,18,72.405349
-0.13668,17,72.40769
-0.108625,9,72.408928
-0.082998,7,72.409903
-0.15442,18,72.412322
-0.147268,15,72.414342
-0.132856,22,72.417404
-0.13102,21,72.420237
-0.105757,9,72.421451
-0.167251,30,72.425444
-0.060314,8,72.426581
-0.113283,14,72.428579
-0.113901,8,72.429727
-0.094571,21,72.43278
-0.261925,75,72.442933
-0.170044,22,72.445917
-0.14077,19,72.448589
-0.10521,25,72.451978
-0.101956,6,72.452796
-0.122387,18,72.455224
-0.093695,10,72.456597
-0.156905,28,72.46038
-0.061789,7,72.461349
-0.087498,9,72.462611
-0.106014,39,72.468287
-0.190109,18,72.470762
-0.080328,10,72.472274
-0.118568,12,72.473892
-0.218918,34,72.478485
-0.111885,14,72.480407
-0.064989,11,72.481968
-0.065578,11,72.483456
-0.126055,17,72.485727
-0.084982,10,72.487096
-0.11323,11,72.488559
-0.064983,16,72.490734
-0.068691,8,72.491844
-0.113115,9,72.493079
-0.082166,15,72.495077
-0.102476,7,72.496032
-0.103119,8,72.49714
-0.274217,43,72.502924
-0.104599,13,72.504654
-0.116511,15,72.506701
-0.081323,8,72.5078
-0.120376,14,72.509666
-0.119413,13,72.511397
-0.121126,12,72.513011
-0.102362,9,72.514217
-0.13291,9,72.515497
-0.076907,22,72.518589
-0.10064,7,72.519545
-0.079003,15,72.521558
-0.255377,42,72.527206
-0.056077,7,72.528187
-0.159008,14,72.530199
-0.14767,34,72.535069
-0.112339,20,72.538164
-0.112566,21,72.541545
-0.071286,17,72.544099
-0.170519,15,72.547235
-0.134522,31,72.555405
-0.081324,10,72.557403
-0.101495,6,72.558352
-0.09577,5,72.559132
-0.076596,14,72.561869
-0.18511,27,72.567737
-0.11854,9,72.569067
-0.149143,46,72.577502
-0.15568,11,72.579933
-0.056194,8,72.581617
-0.072721,9,72.583022
-0.106736,15,72.585088
-0.157976,19,72.587641
-0.064925,8,72.588721
-0.23058,29,72.592669
-0.06837,15,72.594675
-0.062727,9,72.595894
-0.107323,15,72.904804
-0.233407,31,72.90911
-0.154897,18,72.911556
-0.162596,21,72.914402
-0.094438,23,72.917784
-0.089774,13,72.919591
-0.115166,11,72.921106
-0.162241,28,72.924918
-0.226018,27,72.928614
-0.134626,18,72.931102
-0.096769,16,72.933439
-0.102171,11,72.935008
-0.070596,9,72.93626
-0.09785,18,72.938699
-0.159313,35,72.943497
-0.105123,16,72.945676
-0.367117,46,72.952072
-0.066438,10,72.953474
-0.058296,11,72.954985
-0.10342,21,72.957835
-0.136886,20,72.960509
-0.096776,12,72.962169
-0.131075,17,72.964427
-0.098847,8,72.965584
-0.370772,50,72.972282
-0.152247,19,72.97488
-0.054008,8,72.975969
-0.101982,19,72.978525
-0.084153,8,72.979641
-0.178556,21,72.982546
-0.092932,18,72.984953
-0.071564,9,72.986177
-0.154407,14,72.988062
-0.088057,11,72.989558
-0.149698,22,72.992579
-0.184608,26,72.996023
-0.129467,17,72.998396
-0.081838,5,72.999096
-0.137821,12,73.000717
-0.063747,6,73.001538
-0.162744,20,73.004189
-0.121926,10,73.005579
-0.108903,10,73.006971
-0.18055,22,73.009918
-0.140507,10,73.011277
-0.092027,14,73.013171
-0.107418,30,73.017305
-0.1045,8,73.01841
-0.268182,45,73.024439
-0.116149,9,73.025707
-0.242895,22,73.028703
-0.088759,9,73.029954
-0.065755,11,73.031513
-0.130958,13,73.033285
-0.177307,17,73.035613
-0.257838,45,73.041713
-0.099195,19,73.044261
-0.111128,18,73.046679
-0.164882,34,73.051288
-0.159941,36,73.056223
-0.090879,35,73.060916
-0.298429,43,73.06671
-0.088154,8,73.067818
-0.07663,10,73.069197
-0.335831,51,73.07604
-0.179114,30,73.080161
-0.138991,16,73.082434
-0.128089,12,73.084067
-0.11311,9,73.085318
-0.157606,18,73.087728
-0.16007,19,73.090318
-0.052598,11,73.091838
-0.067351,12,73.093494
-0.077139,8,73.094596
-0.095037,7,73.095546
-0.088078,22,73.098658
-0.097726,14,73.100585
-0.105324,18,73.103109
-0.101671,7,73.10439
-0.113143,11,73.105942
-0.12296,12,73.107598
-0.112141,11,73.109084
-0.245757,37,73.113962
-0.109771,12,73.115702
-0.103201,19,73.118513
-0.069613,15,73.120577
-0.170744,18,73.123014
-0.07102,15,73.125081
-0.205063,30,73.129142
-0.109242,26,73.132763
-0.081813,12,73.134385
-0.094749,13,73.136207
-0.110158,14,73.138091
-0.111005,15,73.140128
-0.109032,31,73.144277
-0.24247,34,73.148944
-0.181624,51,73.155712
-0.088139,18,73.1582
-0.088433,8,73.159291
-0.1294,12,73.1609
-0.183647,22,73.163824
-0.064131,15,73.165993
-0.100159,7,73.166994
-0.095015,18,73.169517
-0.06813,7,73.170497
-0.192116,23,73.173583
-0.134971,29,73.177553
-0.095134,7,73.17854
-0.17003,37,73.183594
-0.106753,27,73.50138
-0.12419,19,73.50399
-0.059109,12,73.505658
-0.09177,11,73.507219
-0.120004,20,73.509906
-0.31313,44,73.515791
-0.247254,40,73.521157
-0.16181,17,73.523449
-0.122917,14,73.525404
-0.12816,15,73.527447
-0.077408,16,73.529676
-0.137596,22,73.532869
-0.142871,12,73.53455
-0.173615,31,73.538785
-0.05756,7,73.539746
-0.058099,8,73.540888
-0.110604,10,73.542281
-0.287322,22,73.545222
-0.092632,10,73.546586
-0.102643,12,73.548367
-0.099238,8,73.549579
-0.064111,8,73.55074
-0.110962,16,73.553078
-0.148362,24,73.55636
-0.094536,24,73.559596
-0.060304,8,73.560682
-0.073671,7,73.561672
-0.094349,20,73.564351
-0.276862,34,73.569184
-0.266343,41,73.574695
-0.117786,7,73.575719
-0.201433,29,73.579707
-0.072237,7,73.580682
-0.103602,9,73.582031
-0.12445,10,73.583404
-0.132187,19,73.585992
-0.132689,10,73.587364
-0.110937,7,73.588332
-0.117714,18,73.59084
-0.088824,28,73.594608
-0.077457,5,73.595297
-0.078133,19,73.597898
-0.053605,7,73.598867
-0.1369,28,73.60264
-0.088183,12,73.604248
-0.146467,20,73.607003
-0.105789,10,73.608363
-0.084399,12,73.609967
-0.241553,63,73.618376
-0.106366,13,73.62013
-0.140804,10,73.62147
-0.147578,27,73.625102
-0.100649,9,73.62634
-0.111073,19,73.628945
-0.203753,37,73.634124
-0.143311,19,73.636714
-0.164616,32,73.641003
-0.070751,13,73.642762
-0.197891,24,73.645961
-0.232622,29,73.650039
-0.117419,11,73.651562
-0.210008,25,73.654923
-0.096757,24,73.658116
-0.300934,50,73.664844
-0.107646,24,73.668081
-0.072514,12,73.669704
-0.094477,7,73.670671
-0.133826,11,73.672158
-0.054371,6,73.672972
-0.148123,15,73.674997
-0.140128,37,73.679995
-0.112252,9,73.68124
-0.111904,6,73.682137
-0.162072,17,73.684419
-0.192568,23,73.687501
-0.117859,10,73.688855
-0.103337,14,73.690732
-0.083573,7,73.691686
-0.158369,29,73.695541
-0.130567,40,73.701094
-0.136061,13,73.702868
-0.244527,54,73.710022
-0.147336,33,73.714484
-0.110839,15,73.716715
-0.071219,13,73.718511
-0.145842,11,73.720048
-0.096338,10,73.721438
-0.126918,15,73.723484
-0.149037,16,73.725686
-0.097455,21,73.728613
-0.087912,13,73.730402
-0.098633,7,73.73145
-0.191129,17,73.733766
-0.082409,7,73.734753
-0.135905,33,73.739135
-0.135565,28,73.742971
-0.142614,13,73.744796
-0.140249,19,73.747484
-0.073784,8,73.748698
-0.145675,24,73.752157
-0.084329,8,73.753246
-0.101003,10,73.754604
-0.172174,31,73.758848
-0.083491,17,73.761122
-0.071102,10,73.762488
-0.284454,55,73.769914
-0.151171,18,73.772358
-0.324659,57,74.124804
-0.168497,39,74.130685
-0.118141,15,74.132931
-0.082799,9,74.134281
-0.083967,17,74.136786
-0.095938,18,74.13936
-0.105044,9,74.140741
-0.206485,19,74.143572
-0.093739,8,74.144826
-0.11469,18,74.147381
-0.277683,59,74.155922
-0.120431,11,74.157478
-0.085141,29,74.161484
-0.100661,21,74.164415
-0.133765,38,74.17007
-0.169028,24,74.173861
-0.12841,30,74.178159
-0.109442,12,74.179983
-0.058759,8,74.181265
-0.058819,8,74.182591
-0.096154,14,74.184735
-0.096212,9,74.186042
-0.08011,9,74.187349
-0.089867,15,74.189569
-0.131762,13,74.191454
-0.285125,66,74.200749
-0.14873,22,74.203907
-0.232467,42,74.209825
-0.371077,36,74.214669
-0.104854,9,74.216014
-0.073271,9,74.217285
-0.132787,13,74.219057
-0.060458,13,74.22081
-0.080233,9,74.222036
-0.097789,9,74.223247
-0.139218,24,74.226562
-0.078166,34,74.231357
-0.155892,38,74.236622
-0.218074,23,74.239727
-0.06452,12,74.241353
-0.073141,8,74.242462
-0.102671,12,74.244069
-0.241699,49,74.250666
-0.136979,25,74.254044
-0.162084,21,74.256881
-0.076916,15,74.258892
-0.354393,33,74.26331
-0.158908,30,74.267403
-0.095638,16,74.269556
-0.206056,34,74.274091
-0.065616,8,74.275189
-0.161198,20,74.277903
-0.355453,33,74.282379
-0.1044,25,74.285708
-0.086452,12,74.287345
-0.076224,10,74.288698
-0.080786,8,74.289779
-0.096402,8,74.290887
-0.206727,30,74.294905
-0.092045,12,74.296542
-0.076542,15,74.298695
-0.145181,15,74.300865
-0.074299,12,74.302533
-0.125517,18,74.305059
-0.118196,22,74.308043
-0.080103,8,74.309136
-0.329368,47,74.315639
-0.071065,9,74.316988
-0.14303,20,74.319735
-0.159058,23,74.322874
-0.098722,6,74.323724
-0.076367,11,74.325256
-0.128072,34,74.329976
-0.098974,29,74.334076
-0.170564,17,74.336416
-0.077496,12,74.338064
-0.130157,20,74.340828
-0.15576,15,74.342894
-0.171897,23,74.34606
-0.084237,8,74.347182
-0.122354,14,74.349287
-0.101794,17,74.351684
-0.11805,11,74.353254
-0.210777,59,74.361317
-0.103245,17,74.363718
-0.186074,32,74.36816
-0.167857,28,74.372063
-0.378239,62,74.380626
-0.12824,18,74.383221
-0.132645,23,74.38641
-0.154839,13,74.388264
-0.133207,36,74.393228
-0.079123,5,74.393936
-0.073145,17,74.396262
-0.105153,13,74.398136
-0.116535,20,74.400884
-0.164866,24,74.404069
-0.081046,9,74.405328
-0.123641,24,74.408549
-0.07534,8,74.719109
-0.103903,19,74.721829
-0.077383,10,74.723216
-0.134329,39,74.728579
-0.457108,126,74.745736
-0.07369,6,74.746586
-0.133546,14,74.748731
-0.071545,7,74.749752
-0.207867,57,74.757504
-0.183318,53,74.764629
-0.097181,8,74.765765
-0.227515,27,74.769403
-0.309689,53,74.776599
-0.066338,8,74.77779
-0.231133,32,74.782267
-0.098584,11,74.783773
-0.101925,8,74.784868
-0.119638,8,74.785975
-0.139811,13,74.78774
-0.095161,18,74.790192
-0.240073,49,74.79679
-0.138434,17,74.799211
-0.124881,33,74.803771
-0.115011,15,74.805877
-0.072167,18,74.808377
-0.096034,37,74.813397
-0.274018,20,74.81615
-0.12538,12,74.817799
-0.136919,19,74.820364
-0.12667,17,74.822683
-0.379829,93,74.835629
-0.166012,22,74.838618
-0.160243,26,74.842211
-0.118845,16,74.844384
-0.135659,15,74.846414
-0.179664,23,74.849584
-0.227273,63,74.858038
-0.126529,17,74.860328
-0.130783,21,74.863156
-0.100391,17,74.865515
-0.115983,10,74.86691
-0.187806,49,74.873446
-0.100358,13,74.875258
-0.052131,10,74.876692
-0.10736,15,74.878809
-0.245377,49,74.885416
-0.06604,7,74.886399
-0.089241,12,74.888044
-0.107322,18,74.89053
-0.094231,12,74.892206
-0.085408,12,74.893856
-0.162222,20,74.896559
-0.092127,11,74.898202
-0.137595,15,74.900283
-0.089876,22,74.903244
-0.216016,38,74.908389
-0.122073,20,74.911042
-0.178066,15,74.91306
-0.083104,24,74.916381
-0.084781,20,74.919079
-0.176079,30,74.923081
-0.232305,31,74.927286
-0.060801,10,74.92868
-0.053018,7,74.929673
-0.24744,26,74.933216
-0.109269,15,74.935245
-0.11713,10,74.936606
-0.094352,10,74.93795
-0.098227,8,74.939082
-0.148325,41,74.944562
-0.072563,17,74.946845
-0.103789,16,74.94909
-0.119216,13,74.950858
-0.184926,39,74.956088
-0.164432,20,74.958806
-0.120198,12,74.96042
-0.217495,31,74.964591
-0.095732,11,74.966164
-0.07295,10,74.967547
-0.111172,16,74.969698
-0.259393,32,74.974032
-0.242417,48,74.980521
-0.189449,41,74.986128
-0.195142,36,74.99095
-0.102844,9,74.992222
-0.098934,28,74.995933
-0.061489,9,74.997158
-0.152899,28,75.31929
-0.191088,19,75.321989
-0.052419,5,75.322729
-0.227994,16,75.324955
-0.097364,8,75.32608
-0.162377,28,75.330169
-0.117178,10,75.331838
-0.14645,14,75.333887
-0.074824,7,75.334964
-0.066025,9,75.336297
-0.159154,17,75.338613
-0.145446,19,75.341173
-0.099138,8,75.342311
-0.128056,28,75.346043
-0.079333,10,75.347415
-0.114853,24,75.350965
-0.301952,25,75.354368
-0.155558,22,75.35743
-0.177464,36,75.362371
-0.063387,10,75.363768
-0.189161,22,75.366925
-0.108897,11,75.368475
-0.156621,17,75.37086
-0.112481,9,75.372147
-0.120689,20,75.374999
-0.158628,25,75.378513
-0.120805,14,75.380507
-0.13721,18,75.383103
-0.132752,18,75.3856
-0.069554,13,75.387469
-0.070448,9,75.388737
-0.054263,14,75.390695
-0.124965,30,75.39485
-0.137738,28,75.398916
-0.09934,5,75.399686
-0.240846,23,75.402931
-0.124326,10,75.404327
-0.086524,10,75.405771
-0.087769,7,75.406806
-0.262597,28,75.410611
-0.084431,10,75.412025
-0.059339,11,75.413573
-0.085754,10,75.414994
-0.164156,11,75.41654
-0.081926,26,75.420019
-0.131369,17,75.422317
-0.130603,13,75.42408
-0.161271,31,75.428349
-0.123035,10,75.429783
-0.073407,12,75.43146
-0.087049,15,75.43351
-0.115651,21,75.436366
-0.103209,10,75.437713
-0.601974,67,75.446713
-0.140847,24,75.449991
-0.156437,12,75.451588
-0.13482,12,75.453222
-0.060021,11,75.454722
-0.074578,10,75.456119
-0.065294,9,75.457384
-0.106213,6,75.45822
-0.114336,29,75.46208
-0.077186,9,75.463306
-0.450967,62,75.47175
-0.063831,11,75.473264
-0.245155,40,75.478749
-0.173497,37,75.483804
-0.12422,19,75.48641
-0.11432,9,75.48765
-0.101056,14,75.489558
-0.138548,13,75.491409
-0.113211,13,75.493202
-0.129779,25,75.496538
-0.06392,9,75.497758
-0.150105,18,75.50042
-0.120594,16,75.502653
-0.126374,10,75.504035
-0.089388,5,75.504736
-0.064733,9,75.50602
-0.07901,15,75.508033
-0.141983,13,75.509777
-0.075162,17,75.512066
-0.246184,43,75.517879
-0.11133,28,75.521615
-0.091811,14,75.523509
-0.126624,11,75.525033
-0.088058,7,75.525987
-0.100492,12,75.527617
-0.151421,36,75.532703
-0.084221,14,75.534649
-0.163595,14,75.536591
-0.105628,12,75.53822
-0.086511,11,75.539773
-0.169823,33,75.544227
-0.060817,10,75.545631
-0.182845,35,75.550409
-0.122736,11,75.552121
-0.122601,21,75.555077
-0.183606,25,75.558499
-0.135999,11,75.559985
-0.262721,38,75.565201
-0.181664,16,75.567401
-0.098197,15,75.569441
-0.141543,13,75.571192
-0.14922,21,75.574006
-0.200515,45,75.580113
-0.095444,14,75.582116
-0.102934,11,75.583623
-0.079523,15,75.585635
-0.208391,31,75.5898
-0.125825,11,75.591369
-0.17045,24,75.594624
-0.186563,38,75.599775
-0.208454,42,75.915204
-0.167792,51,75.922269
-0.21434,43,75.928153
-0.127308,31,75.940631
-0.21782,40,75.94611
-0.067329,11,75.947626
-0.064138,11,75.949302
-0.058568,9,75.95055
-0.150336,18,75.952981
-0.106224,9,75.954213
-0.074502,11,75.955732
-0.099898,10,75.957115
-0.092617,18,75.959575
-0.075828,11,75.961091
-0.139678,30,75.965242
-0.187836,33,75.969791
-0.177307,13,75.97157
-0.218059,39,75.976878
-0.243628,37,75.981944
-0.160127,42,75.987574
-0.069309,9,75.988795
-0.144303,11,75.990282
-0.103559,11,75.991775
-0.078336,17,75.994072
-0.134645,20,75.99676
-0.126213,25,76.000217
-0.116235,16,76.002365
-0.116988,21,76.005206
-0.103433,15,76.007274
-0.109927,13,76.00904
-0.087634,29,76.012893
-0.277254,41,76.018644
-0.056736,9,76.019906
-0.122829,43,76.025739
-0.11293,19,76.028382
-0.121061,9,76.029633
-0.065617,8,76.030755
-0.575498,69,76.040326
-0.102236,11,76.041857
-0.115574,13,76.043635
-0.166007,24,76.046851
-0.130693,20,76.049654
-0.087384,8,76.05077
-0.119214,14,76.052826
-0.072933,8,76.053915
-0.076807,7,76.054881
-0.169958,23,76.058023
-0.077163,13,76.059767
-0.175037,16,76.061903
-0.149114,29,76.065925
-0.113364,7,76.066901
-0.103797,16,76.069086
-0.092653,8,76.07018
-0.130283,13,76.071939
-0.22172,13,76.073682
-0.253671,26,76.077233
-0.182945,20,76.079994
-0.108343,16,76.08238
-0.07935,11,76.083902
-0.21821,18,76.086356
-0.104207,15,76.088385
-0.0523,9,76.089615
-0.151699,21,76.092542
-0.282065,57,76.100244
-0.107405,17,76.102549
-0.129953,12,76.104173
-0.097106,24,76.10743
-0.079774,11,76.108936
-0.153614,21,76.111809
-0.138872,38,76.117522
-0.330118,30,76.121604
-0.072784,6,76.122486
-0.082745,9,76.123756
-0.2158,32,76.128647
-0.244115,25,76.132324
-0.09845,14,76.134237
-0.081758,11,76.135767
-0.324873,34,76.140347
-0.281732,87,76.152106
-0.112261,15,76.154155
-0.100715,8,76.155275
-0.092027,9,76.156517
-0.125846,16,76.158702
-0.079065,7,76.15966
-0.25913,31,76.163786
-0.099191,25,76.167289
-0.084985,7,76.168278
-0.255678,58,76.176007
-0.147217,22,76.179055
-0.101388,8,76.180152
-0.201679,25,76.183549
-0.104098,10,76.184916
-0.185299,46,76.19105
-0.113096,11,76.192601
-0.127586,23,76.195665
-0.09336,12,76.197294
-0.047702,9,76.198638
-0.182587,15,76.516935
-0.130156,9,76.518255
-0.117668,15,76.520317
-0.139186,15,76.522359
-0.056158,9,76.523577
-0.127921,17,76.525966
-0.083367,8,76.527085
-0.140982,28,76.530962
-0.116577,11,76.532636
-0.082964,14,76.53458
-0.062587,8,76.535698
-0.1399,20,76.538423
-0.061216,11,76.539967
-0.180538,54,76.547244
-0.113309,27,76.550976
-0.143195,20,76.553834
-0.08281,17,76.556145
-0.095479,8,76.55725
-0.13645,9,76.558484
-0.168521,24,76.561697
-0.119562,11,76.563175
-0.079258,10,76.56453
-0.13671,22,76.56761
-0.138651,25,76.570966
-0.212893,26,76.574435
-0.284193,49,76.581197
-0.07382,8,76.582316
-0.147267,16,76.584465
-0.07891,15,76.586475
-0.132261,19,76.589027
-0.124209,11,76.590561
-0.235147,30,76.594586
-0.071971,7,76.595542
-0.314847,54,76.602864
-0.071662,7,76.603821
-0.085171,18,76.606277
-0.115157,12,76.607917
-0.080879,10,76.60927
-0.245914,19,76.6118
-0.087291,8,76.612878
-0.220684,42,76.618773
-0.121017,10,76.620168
-0.167096,31,76.624389
-0.086499,13,76.626193
-0.101722,8,76.627295
-0.082024,14,76.629211
-0.064932,11,76.630746
-0.164297,22,76.633747
-0.191354,45,76.639776
-0.106283,11,76.641308
-0.091209,7,76.642306
-0.113787,24,76.645522
-0.201948,24,76.648981
-0.106394,15,76.651083
-0.128303,12,76.652755
-0.345707,38,76.657947
-0.139275,30,76.661946
-0.082659,13,76.663698
-0.120438,11,76.665266
-0.09227,14,76.66715
-0.087554,13,76.668918
-0.206775,18,76.671322
-0.156158,18,76.673776
-0.110599,11,76.675315
-0.110292,22,76.678361
-0.1349,22,76.681395
-0.146611,18,76.683805
-0.07209,10,76.685196
-0.150389,23,76.688277
-0.11667,12,76.689965
-0.164089,34,76.694536
-0.157426,24,76.697766
-0.102204,15,76.699905
-0.07485,11,76.701423
-0.063773,12,76.703082
-0.09623,25,76.706481
-0.077865,10,76.707816
-0.07447,17,76.71009
-0.13175,15,76.712092
-0.217889,39,76.717414
-0.157108,13,76.719186
-0.115076,10,76.720573
-0.108884,9,76.721799
-0.100001,11,76.7233
