step,inflation,output_gap,interest_rate,reward,shock_active
0,-0.0023596621957276964,0.040853568737266095,0.0,-0.00705769604124285,False
1,0.0037373863211660474,0.04016370053377207,0.0,-0.0042430771422072334,False
2,0.0024881811395869313,0.0292407210474733,0.0,-0.0036692928758090314,False
3,0.010464681699265066,0.030989644287940692,0.001656525768339634,-0.0027064001461551378,False
4,0.020166811900908632,0.02307959545656893,0.021956829354166985,-0.0015254295896251335,False
5,0.025816060568449872,0.032534037497526036,0.04080716893076897,-0.0016384995225627989,False
6,0.03412757508066533,0.03125038635195524,0.06094412878155708,-0.0012483059720290422,False
7,0.03612378251756865,0.020683675477995697,0.06065129488706589,-0.0004579074310661349,False
8,0.034655277608297785,0.022027627258487142,0.057652004063129425,-0.0005468463502508466,False
9,0.030852994555353952,0.0026570433120949714,0.03846100717782974,-0.00035854247709690863,False
10,0.03456138245529816,-0.03181907033754565,0.03049391694366932,-0.001103347622140382,False
11,0.03272251308900542,-0.03408898082185931,0.02476179599761963,-0.0012844108502225572,False
12,0.02299799504658573,-0.020555814367487584,0.007217082194983959,-0.0011545863403906531,False
13,0.019131455399060915,-0.007004870223222206,0.004326203837990761,-0.0009242391032044187,False
14,0.008931678459575432,0.002506008416503971,0.0,-0.0019461193046859302,False
15,0.003917502016361096,0.015129257427772583,0.0,-0.002832787751794423,False
16,0.009684113442471443,0.005507787884954481,0.0,-0.0018684416829235328,False
17,0.014741448808015756,-0.0019119920344809495,0.0,-0.001279644530176096,False
18,0.013911243964129572,0.009948973604863348,0.0,-0.0014602284587885992,False
19,0.01824859405486068,-0.005646300266004517,0.0027983335312455893,-0.000982043363150414,False
20,0.013587577072391,-0.010759518512310213,0.0,-0.0015149147437065642,False
21,0.013959822948587108,-0.032918219588006156,0.0,-0.0024397908225820535,False
22,0.01508107495180866,-0.03574804039909421,0.0,-0.0025198280434900275,False
23,0.008678990081154137,-0.02835783292021,0.0,-0.002766178012603428,False
24,0.012053621719049223,-0.01894423513156872,0.0,-0.0019208841627641573,False
25,0.007051712558764134,-0.008966838523975968,0.0,-0.002251583483735662,False
26,0.008936550491510209,-0.0008720607754327416,0.0,-0.0019306362807290378,False
27,0.013074086490110659,-0.001739692895930698,0.0,-0.0014530361680562345,False
28,0.012021371326803143,0.00023106468738972019,0.0,-0.0015656607157550253,False
29,0.013004334778259352,-0.006957125129340092,0.0,-0.0015059334715938906,False
30,0.012289636846767094,-0.006697468642752976,0.0,-0.0015805845383887553,False
31,0.010368409441870785,-0.0062325686324909355,0.0,-0.0017949072297679348,False
32,0.01363836339639235,0.0047789056787228956,0.0,-0.0014127097083274634,False
33,0.013934606100504565,0.0005158449428934703,0.0,-0.0013590756142768164,False
34,0.014874767581756432,0.01077194550761178,0.002572891302406788,-0.001381899302987473,False
35,0.01462882096069884,0.010813994660975388,0.0019790497608482838,-0.0014045122561043935,False
36,0.0107421875,0.015574996662784436,0.0,-0.0019565780245940157,False
37,0.012660967427767567,0.007838280152943616,0.0,-0.0015562840397272018,False
38,0.011639185257031892,0.02103362173854409,0.0,-0.002051084869210069,False
39,0.016462233699160667,0.02306309300994443,0.012687128968536854,-0.0017204407647833466,False
40,0.01717659688674167,0.034566322404655805,0.02022465318441391,-0.002265053239575657,False
41,0.017845693524257467,0.04708868121613283,0.028158577159047127,-0.0032304440643344656,False
42,0.0241823798870775,0.06105776130830073,0.05098482966423035,-0.004488963329770078,False
43,0.02688684238382555,0.053220319697013796,0.05382726714015007,-0.0031803519593878787,False
44,0.032717678100263825,0.05059391855350113,0.06709115952253342,-0.002753774439666783,False
45,0.03569553805774284,0.04778475486925128,0.07313121855258942,-0.002338680739682395,False
46,0.028708133971292238,0.04548487025929076,0.05451276898384094,-0.002497209231497097,False
47,0.02566745696319961,0.034612832631557726,0.04147506132721901,-0.0016938826730534672,False
48,0.02708226877874287,0.03288854342574387,0.04414994269609451,-0.0014189693436451017,False
49,0.029903699949315854,0.02910178132467096,0.049310144037008286,-0.001064098064635241,False
50,0.03741152679474191,0.038490093423606306,0.07277385890483856,-0.0017701606365260393,False
51,0.04120603015075375,0.04433871817058462,0.08518443256616592,-0.0020458421157612014,False
52,0.04477611940298498,0.04086607309399101,0.0923733338713646,-0.001741498714214499,False
53,0.04625984251968496,0.033476093062667266,0.09238765388727188,-0.0011990201660142985,False
54,0.04873294346978563,0.03849025881917139,0.10107748955488205,-0.0016717852492247787,False
55,0.055019305019305076,0.030998123930990187,0.11304732412099838,-0.0014836812035369685,False
56,0.055238095238095086,0.027686347141493997,0.11193840950727463,-0.00123154775682009,False
57,0.05832549388523067,0.013055951938272711,0.11234171688556671,-0.000842186661710433,False
58,0.06226765799256517,0.0023656581277411593,0.11685197055339813,-0.0010074647173991442,False
59,0.06038426349496806,-0.004932082534102854,0.10849461704492569,-0.0008902845134205656,False
60,0.05685920577617343,-0.004165677716305878,0.10006517916917801,-0.000621346221093391,False
61,0.05600000000000005,-0.022788064787040298,0.08860597014427185,-0.0010969526324765945,False
62,0.04811898512685908,-0.004223219233213948,0.07818585634231567,-0.00020396080549496494,False
63,0.04314063848144967,-0.006781366742960922,0.06446091085672379,-0.00015990121933609594,False
64,0.04269854824935937,-0.006532331537393364,0.0634802058339119,-5.771657179354921e-05,False
65,0.03535353535353525,-0.012070497563129211,0.04234858602285385,-0.0004121488567627523,False
66,0.03505843071786319,-0.0019052353271345615,0.046693459153175354,-6.190709685137272e-05,False
67,0.032258064516129004,0.012599470457121863,0.04694489389657974,-0.0002786533955878237,False
68,0.030303030303030276,0.013921760833924707,0.04271845892071724,-0.0003908092436274951,False
69,0.03333333333333344,0.022460005792739646,0.05456333979964256,-0.00066349135061675,False
70,0.04112903225806441,0.039083038130242796,0.08236410468816757,-0.0019164745613630349,False
71,0.05608974358974361,0.041411741107453826,0.12093023210763931,-0.002976365091185637,False
72,0.06836248012718626,0.02704154590728418,0.14442697167396545,-0.0026161541481097075,False
73,0.08418568056648312,0.02776886881467211,0.15,-0.004691388131854429,False
74,0.09914794732765286,0.010008174160034904,0.15,-0.007097122896167185,False
75,0.10546282245826988,0.003516315968425824,0.15,-0.00858312672639573,False
76,0.11458333333333326,-0.014524698762596369,0.15,-0.011336314096366366,False
77,0.12046444121915822,-0.02663418600965183,0.15,-0.013658432465819468,False
78,0.11134601832276259,-0.04633773404223103,0.15,-0.012327694257192483,False
79,0.09540150995195606,-0.04715359408427962,0.15,-0.008362116044978383,False
80,0.0867823765020026,-0.0384029040369441,0.15,-0.005851964540820987,False
81,0.07383419689119175,-0.032971172433449394,0.12809990346431732,-0.0036164110843162223,False
82,0.06341154090044387,-0.018731214205322047,0.10916324704885483,-0.0016263573583706096,False
83,0.06015037593984962,-0.0190791482379004,0.1008363664150238,-0.001210757669063354,False
84,0.0558968058968059,-0.021387499335714526,0.08904826641082764,-0.0010323216541310997,False
85,0.051869722557297715,-0.02203011995141901,0.07865925133228302,-0.000821072629399468,False
86,0.05903398926654746,-0.01837689705077543,0.09839652478694916,-0.0012570758217250208,False
87,0.0679669030732859,-0.007476242696426493,0.12617912888526917,-0.002006126085119001,False
88,0.06573589296102367,0.002124220698175404,0.1254018396139145,-0.0013294867758827733,False
89,0.06594036697247718,-0.006237036068881671,0.12173239141702652,-0.001391438321292923,False
90,0.06475225225225234,-0.011534163145517896,0.11611354351043701,-0.001374170628484378,False
91,0.07028223574986181,0.017841268482831466,0.14462623000144958,-0.002558825110564278,False
92,0.08024017467248923,0.019075201032937052,0.15,-0.0036168453117905097,False
93,0.08929532006455076,0.02362614786110325,0.15,-0.005418252023287716,False
94,0.09783183500793236,0.016202217870227603,0.15,-0.006951554144683744,False
95,0.10754912099276104,0.008508590430745921,0.15,-0.009198163604907519,False
96,0.11723092470944918,0.007799791619080537,0.15,-0.011990068212254294,False
97,0.12641975308641995,0.002811963469504449,0.15,-0.014944654585589407,False
98,0.14210019267822727,-0.0007049994555878889,0.15,-0.02084939571409464,False
99,0.14425770308123265,-0.027006438333040395,0.15,-0.022468685014985244,False
100,0.12935323383084585,-0.03299045138457992,0.15,-0.017056370674617957,False
101,0.12538360368259505,-0.02004222195227098,0.15,-0.014982410216437005,False
102,0.11261071277941803,-0.006534583967740942,0.15,-0.010587332008301736,False
103,0.09873521011831898,-0.01989196259563267,0.15,-0.00729533999119221,False
104,0.1085302362835403,-0.014509175637461794,0.15,-0.009603302747834441,False
105,0.0958317101675108,-0.03182450436729741,0.15,-0.007247158798681989,False
106,0.07581501137225177,-0.053533504059194804,0.12277078628540039,-0.005801981175802544,False
107,0.06906795395469723,-0.05599416678622334,0.10467280447483063,-0.00498900708111605,False
108,0.05816473988439297,-0.06640426480260869,0.07220970839262009,-0.005596368237731706,False
109,0.04443654461429092,-0.07290323312738138,0.03463974595069885,-0.006059998295598192,False
110,0.03594080338266381,-0.0675246749690933,0.016089674085378647,-0.0047645884671423545,False
111,0.032997568600208416,-0.053334755512823344,0.015826541930437088,-0.0029426988558956964,False
112,0.025264595425059877,-0.04166463635334871,0.0023291679099202156,-0.0022612957711559815,False
113,0.032334921715452714,-0.029270168952550676,0.026202216744422913,-0.0012592108710546136,False
114,0.04625850340136073,-0.018239394310369354,0.06652655452489853,-0.0012240393431757683,False
115,0.04404841963685291,-0.009535593423993684,0.06535325944423676,-0.00012439525573297662,False
116,0.042957042957042724,-0.008397546540162107,0.06319382786750793,-9.033856636106726e-05,False
117,0.041543026706231334,-0.008773311285898531,0.05947090685367584,-8.866292418917705e-05,False
118,0.03641092327698292,-0.007710088641654238,0.047172266989946365,-0.00016083668155842962,False
119,0.03607085346215788,-0.007503277322585836,0.04642549529671669,-8.745438959220886e-05,False
120,0.03352490421455934,-0.000890909972899618,0.04336680471897125,-8.932524546626926e-05,False
121,0.03513770180436859,-0.0019352990898349792,0.04687660560011864,-5.718862116624847e-05,False
122,0.03105395232120456,-0.0010049462509388882,0.03713240846991539,-0.00020854814396596935,False
123,0.016785825303077484,-0.004766693661705201,0.0,-0.001789925061571338,False
124,0.016682113067655324,-0.003456793789404747,0.0,-0.0010993971252816887,False
125,0.013455657492354556,-0.006231168847725624,0.0,-0.001448031703535252,False
126,0.020383328262853606,-0.006885239488748479,0.007515700999647379,-0.000845277023661388,False
127,0.036991745643534024,-0.004080650536145799,0.05043903738260269,-0.0009559573004667077,False
128,0.04162868429048916,-0.003207520107033284,0.06246795132756233,-8.794079562081741e-05,False
129,0.044055522027761196,0.006129834400261429,0.07320372015237808,-0.0001280977537398838,False
130,0.039654144305307115,0.0037077269103526554,0.060989219695329666,-8.858348187247423e-05,False
131,0.03979952830188682,0.00932239456792257,0.06416001915931702,-9.201440290393224e-05,False
132,0.04142357059509916,0.007794572291988314,0.0674562156200409,-7.024091924733821e-05,False
133,0.04306358381502884,0.013798861563136304,0.07455839216709137,-0.0002344001278747507,False
134,0.04674505305420129,0.016733779786002153,0.08522952347993851,-0.0004279473890824079,False
135,0.05160192798412244,0.01720503934370898,0.0976073369383812,-0.0006418279777221032,False
136,0.04705882352941182,0.017515949868880977,0.08640503883361816,-0.00046920822046189606,False
137,0.04627320587420347,0.012395076767663533,0.08188055455684662,-0.00024257963094193057,False
138,0.05232876712328771,0.016380505511419167,0.09901216626167297,-0.0007190640181726252,False
