step,inflation,output_gap,interest_rate,E_pi,reward,eps_d,eps_s,shock_active
30,0.083999,0.020364,0.0,0.064779,-0.004287,-0.012025,0.016813,0
31,0.087799,0.017716,0.0,0.079194,-0.004883,-0.021881,0.006739,0
32,0.099018,0.028809,0.0,0.085648,-0.007796,-0.014014,0.009906,0
33,0.115153,0.043717,0.0,0.095676,-0.013207,-0.00412,0.013877,0
34,0.120304,0.049468,0.0,0.110284,-0.015344,-0.005674,0.003703,0
35,0.126198,0.061791,0.0,0.117799,-0.018678,0.002892,0.000309,0
36,0.11979,0.053868,0.0,0.124098,-0.015635,-0.008181,-0.011148,0
37,0.125044,0.047351,0.0,0.120867,-0.016707,-0.013082,-0.001717,0
38,0.136731,0.053982,0.0,0.124,-0.021628,-0.008018,0.005875,0
39,0.145985,0.057743,0.0,0.133549,-0.0258,-0.009031,0.00511,0
40,0.151938,0.070121,0.0,0.142876,-0.029977,-0.001317,-2.7e-05,0
41,0.153175,0.077568,0.0,0.149672,-0.031634,0.002732,-0.006636,0
42,0.154251,0.075158,0.0,0.152299,-0.031755,-0.000992,-0.007799,0
43,0.162409,0.066621,0.0,0.153763,-0.034406,-0.010261,0.00019,0
44,0.169262,0.069186,0.0,0.160248,-0.038204,-0.010938,0.000239,0
45,0.181902,0.079694,0.0,0.167009,-0.046623,-0.003811,0.004609,0
46,0.191939,0.091745,0.0,0.178178,-0.054588,0.002656,0.00178,0
47,0.200793,0.092722,0.0,0.188499,-0.060306,-0.001527,0.000271,0
48,0.194077,0.084292,0.0,0.197719,-0.054585,-0.014568,-0.014308,0
49,0.185988,0.076715,0.0,0.194988,-0.04851,-0.020779,-0.018558,0
50,0.178582,0.082772,0.0,0.188238,-0.045261,-0.011347,-0.020189,0
51,0.191994,0.07953,0.0,0.180996,-0.052529,-0.010968,0.000879,0
52,0.207869,0.084094,0.0,0.189244,-0.063432,-0.010528,0.007902,0
53,0.216883,0.086768,0.0,0.203213,-0.070104,-0.014838,0.002687,0
54,0.222864,0.088745,0.0,0.213465,-0.074754,-0.017987,-0.001778,0
55,0.215628,0.104389,0.0,0.220514,-0.072587,-0.005869,-0.01834,0
56,0.222223,0.107792,0.0,0.216849,-0.078029,-0.000633,-0.008627,0
57,0.214821,0.105244,0.0,0.220879,-0.072201,-0.005196,-0.019637,0
58,0.212861,0.105108,0.0,0.216335,-0.07081,-0.00306,-0.017077,0
59,0.217552,0.106584,0.0,0.21373,-0.07441,-0.000281,-0.010028,0
60,0.224158,0.120916,0.0,0.216597,-0.082449,0.012618,-0.00841,0
61,0.233559,0.111778,0.0,0.222268,-0.087424,0.000644,-0.003253,0
62,0.257705,0.117579,0.0,0.230736,-0.108616,0.002211,0.01164,0
63,0.279062,0.13371,0.0,0.250963,-0.13218,0.008229,0.010553,0
64,0.286784,0.153485,0.0,0.272038,-0.145362,0.017466,-0.005556,0
65,0.289966,0.148657,0.0,0.283097,-0.147064,0.007109,-0.012599,0
66,0.285937,0.145982,0.0,0.288248,-0.14228,0.001857,-0.021326,0
67,0.291077,0.149639,0.0,0.286515,-0.148471,0.006381,-0.015018,0
68,0.288521,0.137669,0.0,0.289937,-0.142478,-0.007299,-0.019167,0
69,0.304143,0.141836,0.0,0.288875,-0.15966,-0.002601,-0.003119,0
70,0.349237,0.164316,0.0,0.300326,-0.218255,0.014153,0.027267,0
71,0.367363,0.181727,0.0,0.337009,-0.247358,0.013222,0.006465,0
72,0.388546,0.172087,0.0,0.359775,-0.272583,-0.007801,0.006556,0
73,0.4,0.178713,0.0,0.381353,-0.291138,-0.011964,-0.00022,0
74,0.4,0.184398,0.0,0.395338,-0.293202,-0.013272,-0.00154,0
75,0.4,0.198655,0.0,0.398835,-0.298664,-0.000762,0.000647,0
76,0.4,0.198052,0.0,0.399709,-0.298424,-0.001803,-0.009969,0
77,0.4,0.185304,0.0,0.399927,-0.293538,-0.014659,-0.010844,0
78,0.4,0.189299,0.0,0.399982,-0.295034,-0.010692,0.011173,0
79,0.4,0.193556,0.0,0.399995,-0.296664,-0.006442,0.016531,0
80,0.4,0.191496,0.0,0.399999,-0.295871,-0.008504,-0.001931,0
81,0.4,0.186326,0.0,0.4,-0.293917,-0.013674,-0.008411,0
82,0.4,0.207456,0.0,0.4,-0.302238,0.007456,-0.01326,0
83,0.4,0.211927,0.0,0.4,-0.304113,0.011927,-0.016985,0
84,0.4,0.215802,0.0,0.4,-0.30577,0.015802,-0.006342,0
85,0.4,0.209808,0.0,0.4,-0.303219,0.009808,-0.004213,0
86,0.4,0.201627,0.0,0.4,-0.299854,0.001627,0.001933,0
87,0.4,0.197499,0.0,0.4,-0.298206,-0.002501,-0.011096,0
88,0.4,0.188026,0.0,0.4,-0.294554,-0.011974,-0.004932,0
89,0.4,0.204251,0.0,0.4,-0.300918,0.004251,-0.001359,0
90,0.4,0.202027,0.0,0.4,-0.300015,0.002027,0.002043,0
91,0.4,0.211867,0.0,0.4,-0.304087,0.011867,0.003419,0
92,0.4,0.205019,0.0,0.4,-0.301233,0.005019,0.013115,0
93,0.4,0.206943,0.0,0.4,-0.302026,0.006943,0.023226,0
94,0.4,0.206326,0.0,0.4,-0.301771,0.006326,0.001691,0
95,0.4,0.193483,0.0,0.4,-0.296636,-0.006517,0.017524,0
96,0.4,0.209228,0.0,0.4,-0.302976,0.009228,0.008719,0
97,0.4,0.203394,0.0,0.4,-0.300569,0.003394,0.019846,0
98,0.4,0.193519,0.0,0.4,-0.29665,-0.006481,0.00296,0
99,0.4,0.20061,0.0,0.4,-0.299444,0.00061,-0.00217,0
100,0.4,0.200386,0.0,0.4,-0.299355,0.000386,-0.002936,0
101,0.4,0.202971,0.0,0.4,-0.300397,0.002971,0.012313,0
102,0.4,0.202804,0.0,0.4,-0.30033,0.002804,0.013827,0
103,0.4,0.185562,0.0,0.4,-0.293633,-0.014438,0.007809,0
104,0.4,0.183147,0.0,0.4,-0.292743,-0.016853,-0.007503,0
105,0.4,0.181178,0.0,0.4,-0.292025,-0.018822,-0.007843,0
106,0.4,0.194152,0.0,0.4,-0.296895,-0.005848,-0.01797,0
107,0.4,0.196151,0.0,0.4,-0.297675,-0.003849,-0.015623,0
108,0.4,0.194685,0.0,0.4,-0.297102,-0.005315,0.000653,0
109,0.4,0.200584,0.0,0.4,-0.299434,0.000584,0.013766,0
110,0.4,0.199173,0.0,0.4,-0.29887,-0.000827,0.0013,0
111,0.4,0.19763,0.0,0.4,-0.298258,-0.00237,0.003205,0
112,0.4,0.199754,0.0,0.4,-0.299102,-0.000246,-0.008921,0
113,0.4,0.200551,0.0,0.4,-0.299421,0.000551,-0.00307,0
114,0.4,0.220526,0.0,0.4,-0.307832,0.020526,0.016926,0
115,0.4,0.207542,0.0,0.4,-0.302274,0.007542,0.007282,0
116,0.4,0.193572,0.0,0.4,-0.29667,-0.006428,-0.001538,0
117,0.4,0.198025,0.0,0.4,-0.298414,-0.001975,0.011136,0
118,0.4,0.192785,0.0,0.4,-0.296366,-0.007215,0.00014,0
119,0.4,0.177771,0.0,0.4,-0.290803,-0.022229,-0.001543,0
120,0.4,0.175941,0.0,0.4,-0.290155,-0.024059,-0.00622,0
121,0.4,0.176143,0.0,0.4,-0.290227,-0.023857,-0.004675,0
122,0.4,0.169239,0.0,0.4,-0.287842,-0.030761,-0.017475,0
123,0.4,0.195501,0.0,0.4,-0.297421,-0.004499,-0.023359,0
124,0.4,0.188076,0.0,0.4,-0.294573,-0.011924,0.004354,0
125,0.4,0.214894,0.0,0.4,-0.305379,0.014894,-0.009104,0
126,0.4,0.20748,0.0,0.4,-0.302248,0.00748,-0.002047,0
127,0.4,0.219065,0.0,0.4,-0.30719,0.019065,-0.011097,0
128,0.4,0.211384,0.0,0.4,-0.303883,0.011384,0.001115,0
129,0.4,0.211447,0.0,0.4,-0.30391,0.011447,-0.003092,0
130,0.4,0.206942,0.0,0.4,-0.302025,0.006942,-0.015604,0
131,0.4,0.202954,0.0,0.4,-0.30039,0.002954,-0.012026,0
132,0.4,0.203925,0.0,0.4,-0.300785,0.003925,-0.012769,0
133,0.4,0.20652,0.0,0.4,-0.30185,0.00652,0.002466,0
134,0.4,0.205807,0.0,0.4,-0.301557,0.005807,0.004997,0
135,0.4,0.20449,0.0,0.4,-0.301016,0.00449,0.002999,0
136,0.4,0.197371,0.0,0.4,-0.298155,-0.002629,0.004964,0
137,0.4,0.197381,0.0,0.4,-0.298159,-0.002619,0.02391,0
138,0.4,0.210754,0.0,0.4,-0.303617,0.010754,0.018205,0
139,0.4,0.201423,0.0,0.4,-0.299771,0.001423,-0.000201,0
140,0.4,0.210525,0.0,0.4,-0.303521,0.010525,0.002507,0
141,0.4,0.211209,0.0,0.4,-0.303809,0.011209,-0.015942,0
142,0.4,0.215266,0.0,0.4,-0.305539,0.015266,-0.005021,0
143,0.4,0.201803,0.0,0.4,-0.299924,0.001803,-0.007728,0
144,0.4,0.203372,0.0,0.4,-0.30056,0.003372,-0.004112,0
145,0.4,0.200023,0.0,0.4,-0.299209,2.3e-05,-0.003502,0
146,0.4,0.198,0.0,0.4,-0.298404,-0.002,-0.000576,0
147,0.4,0.210372,0.0,0.4,-0.303456,0.010372,-0.026012,0
148,0.4,0.205366,0.0,0.4,-0.301375,0.005366,-0.013842,0
149,0.4,0.206124,0.0,0.4,-0.301687,0.006124,-0.012024,0
150,0.4,0.190233,0.0,0.4,-0.295389,-0.009767,-0.003935,0
151,0.4,0.206982,0.0,0.4,-0.302041,0.006982,-0.017699,0
152,0.4,0.211798,0.0,0.4,-0.304058,0.011798,-0.013905,0
153,0.4,0.207768,0.0,0.4,-0.302368,0.007768,-0.018872,0
154,0.4,0.202762,0.0,0.4,-0.300312,0.002762,0.001677,0
155,0.4,0.206595,0.0,0.4,-0.301881,0.006595,0.018329,0
156,0.4,0.214036,0.0,0.4,-0.305011,0.014036,0.015389,0
157,0.4,0.223776,0.0,0.4,-0.309276,0.023776,0.013623,0
158,0.4,0.223267,0.0,0.4,-0.309048,0.023267,0.005208,0
159,0.4,0.21682,0.0,0.4,-0.306211,0.01682,-0.003849,0
160,0.4,0.21969,0.0,0.4,-0.307464,0.01969,-0.014093,0
161,0.4,0.220042,0.0,0.4,-0.307618,0.020042,-0.010362,0
162,0.4,0.223399,0.0,0.4,-0.309107,0.023399,0.001291,0
163,0.4,0.230945,0.0,0.4,-0.312535,0.030945,0.008083,0
164,0.4,0.209085,0.0,0.4,-0.302917,0.009085,0.00418,0
165,0.4,0.196983,0.0,0.4,-0.298002,-0.003017,-0.002675,0
166,0.4,0.209978,0.0,0.4,-0.303291,0.009978,0.00477,0
167,0.4,0.201393,0.0,0.4,-0.299759,0.001393,-0.007275,0
168,0.4,0.201238,0.0,0.4,-0.299697,0.001238,-0.016531,0
169,0.4,0.195497,0.0,0.4,-0.297419,-0.004503,-0.006798,0
170,0.4,0.206091,0.0,0.4,-0.301673,0.006091,0.002009,0
171,0.4,0.185933,0.0,0.4,-0.293771,-0.014067,0.004249,0
172,0.4,0.190729,0.0,0.4,-0.295578,-0.009271,0.006688,0
173,0.4,0.20644,0.0,0.4,-0.301818,0.00644,-0.016619,0
174,0.4,0.199779,0.0,0.4,-0.299112,-0.000221,-0.004063,0
175,0.4,0.187193,0.0,0.4,-0.294241,-0.012807,0.012322,0
176,0.4,0.193982,0.0,0.4,-0.296829,-0.006018,0.015859,0
177,0.4,0.19122,0.0,0.4,-0.295765,-0.00878,0.017653,0
178,0.4,0.202402,0.0,0.4,-0.300166,0.002402,0.012921,0
179,0.4,0.203556,0.0,0.4,-0.300635,0.003556,0.010456,0
180,0.4,0.195583,0.0,0.4,-0.297453,-0.004417,0.004798,0
181,0.4,0.195688,0.0,0.4,-0.297494,-0.004312,0.006713,0
182,0.4,0.20498,0.0,0.4,-0.301217,0.00498,-0.006558,0
183,0.4,0.202486,0.0,0.4,-0.300201,0.002486,0.01088,0
184,0.4,0.195791,0.0,0.4,-0.297534,-0.004209,-0.001695,0
185,0.4,0.198672,0.0,0.4,-0.298671,-0.001328,0.007427,0
186,0.4,0.199162,0.0,0.4,-0.298866,-0.000838,0.017746,0
187,0.4,0.206268,0.0,0.4,-0.301746,0.006268,0.019066,0
188,0.4,0.20882,0.0,0.4,-0.302806,0.00882,0.034716,0
189,0.4,0.204533,0.0,0.4,-0.301034,0.004533,0.000794,0
190,0.4,0.216007,0.0,0.4,-0.305859,0.016007,-0.0041,0
191,0.4,0.212068,0.0,0.4,-0.304173,0.012068,0.010635,0
192,0.4,0.19563,0.0,0.4,-0.297471,-0.00437,-0.006135,0
193,0.4,0.18413,0.0,0.4,-0.293104,-0.01587,-0.011623,0
194,0.4,0.192408,0.0,0.4,-0.296221,-0.007592,-0.001732,0
195,0.4,0.196896,0.0,0.4,-0.297968,-0.003104,-0.015167,0
196,0.4,0.179346,0.0,0.4,-0.291365,-0.020654,-0.008556,0
197,0.4,0.181768,0.0,0.4,-0.29224,-0.018232,-0.00054,0
198,0.4,0.192853,0.0,0.4,-0.296392,-0.007147,0.001058,0
199,0.4,0.201078,0.0,0.4,-0.299633,0.001078,0.002927,0
200,0.4,0.204995,0.0,0.4,-0.301223,0.004995,-0.00529,0
