step,inflation,output_gap,interest_rate,E_pi,reward,eps_d,eps_s,shock_active
38,-0.1,-0.088015,0.06,-0.099993,-0.046947,-0.008018,0.005875,0
39,-0.1,-0.08903,0.06,-0.099998,-0.047126,-0.009031,0.00511,0
40,-0.1,-0.081317,0.06,-0.1,-0.045812,-0.001317,-2.7e-05,0
41,-0.1,-0.077268,0.06,-0.1,-0.04517,0.002732,-0.006636,0
42,-0.1,-0.080992,0.06,-0.1,-0.04576,-0.000992,-0.007799,0
43,-0.1,-0.090261,0.06,-0.1,-0.047347,-0.010261,0.00019,0
44,-0.1,-0.090938,0.06,-0.1,-0.04747,-0.010938,0.000239,0
45,-0.1,-0.083811,0.06,-0.1,-0.046224,-0.003811,0.004609,0
46,-0.1,-0.077344,0.06,-0.1,-0.045182,0.002656,0.00178,0
47,-0.1,-0.081527,0.06,-0.1,-0.045847,-0.001527,0.000271,0
48,-0.1,-0.094568,0.06,-0.1,-0.048143,-0.014568,-0.014308,0
49,-0.1,-0.100779,0.06,-0.1,-0.049356,-0.020779,-0.018558,0
50,-0.1,-0.091347,0.06,-0.1,-0.047544,-0.011347,-0.020189,0
51,-0.1,-0.090968,0.06,-0.1,-0.047475,-0.010968,0.000879,0
52,-0.1,-0.090528,0.06,-0.1,-0.047395,-0.010528,0.007902,0
53,-0.1,-0.094838,0.06,-0.1,-0.048194,-0.014838,0.002687,0
54,-0.1,-0.097987,0.06,-0.1,-0.048801,-0.017987,-0.001778,0
55,-0.1,-0.085869,0.06,-0.1,-0.046573,-0.005869,-0.01834,0
56,-0.1,-0.080633,0.06,-0.1,-0.045702,-0.000633,-0.008627,0
57,-0.1,-0.085196,0.06,-0.1,-0.046458,-0.005196,-0.019637,0
58,-0.1,-0.08306,0.06,-0.1,-0.046099,-0.00306,-0.017077,0
59,-0.1,-0.080281,0.06,-0.1,-0.045645,-0.000281,-0.010028,0
60,-0.1,-0.067382,0.06,-0.1,-0.04374,0.012618,-0.00841,0
61,-0.1,-0.079356,0.06,-0.1,-0.045497,0.000644,-0.003253,0
62,-0.099028,-0.077789,0.06,-0.1,-0.044709,0.002211,0.01164,0
63,-0.098437,-0.071407,0.06,-0.099271,-0.043429,0.008229,0.010553,0
64,-0.1,-0.061856,0.06,-0.098646,-0.043026,0.017466,-0.005556,0
65,-0.1,-0.072722,0.06,-0.099661,-0.044489,0.007109,-0.012599,0
66,-0.1,-0.0781,0.06,-0.099915,-0.0453,0.001857,-0.021326,0
67,-0.1,-0.073608,0.06,-0.099979,-0.044618,0.006381,-0.015018,0
68,-0.1,-0.087297,0.06,-0.099995,-0.046821,-0.007299,-0.019167,0
69,-0.1,-0.082601,0.06,-0.099999,-0.046023,-0.002601,-0.003119,0
70,-0.081609,-0.065847,0.06,-0.1,-0.033913,0.014153,0.027267,0
71,-0.087862,-0.059881,0.06,-0.086207,-0.036283,0.013222,0.006465,0
72,-0.092246,-0.081525,0.06,-0.087448,-0.041624,-0.007801,0.006556,0
73,-0.1,-0.087487,0.06,-0.091047,-0.046854,-0.011964,-0.00022,0
74,-0.1,-0.092152,0.06,-0.097762,-0.047692,-0.013272,-0.00154,0
75,-0.1,-0.080483,0.06,-0.09944,-0.045677,-0.000762,0.000647,0
76,-0.1,-0.081733,0.06,-0.09986,-0.04588,-0.001803,-0.009969,0
77,-0.1,-0.094642,0.06,-0.099965,-0.048157,-0.014659,-0.010844,0
78,-0.1,-0.090687,0.06,-0.099991,-0.047424,-0.010692,0.011173,0
79,-0.095433,-0.086441,0.06,-0.099998,-0.044156,-0.006442,0.016531,0
80,-0.1,-0.086791,0.06,-0.096574,-0.046733,-0.008504,-0.001931,0
81,-0.1,-0.093245,0.06,-0.099144,-0.047895,-0.013674,-0.008411,0
82,-0.1,-0.072437,0.06,-0.099786,-0.044447,0.007456,-0.01326,0
83,-0.1,-0.068046,0.06,-0.099946,-0.04383,0.011927,-0.016985,0
84,-0.1,-0.064192,0.06,-0.099987,-0.043321,0.015802,-0.006342,0
85,-0.1,-0.07019,0.06,-0.099997,-0.044127,0.009808,-0.004213,0
86,-0.1,-0.078372,0.06,-0.099999,-0.045342,0.001627,0.001933,0
87,-0.1,-0.082501,0.06,-0.1,-0.046006,-0.002501,-0.011096,0
88,-0.1,-0.091974,0.06,-0.1,-0.047659,-0.011974,-0.004932,0
89,-0.1,-0.075749,0.06,-0.1,-0.044938,0.004251,-0.001359,0
90,-0.1,-0.077973,0.06,-0.1,-0.04528,0.002027,0.002043,0
91,-0.1,-0.068133,0.06,-0.1,-0.043842,0.011867,0.003419,0
92,-0.097133,-0.074981,0.06,-0.1,-0.043233,0.005019,0.013115,0
93,-0.084442,-0.071981,0.06,-0.097849,-0.036153,0.006943,0.023226,0
94,-0.09536,-0.067571,0.06,-0.087794,-0.041211,0.006326,0.001691,0
95,-0.087498,-0.083251,0.06,-0.093469,-0.039442,-0.006517,0.017524,0
96,-0.089171,-0.065268,0.06,-0.08899,-0.03763,0.009228,0.008719,0
97,-0.079064,-0.071169,0.06,-0.089126,-0.033418,0.003394,0.019846,0
98,-0.089394,-0.077271,0.06,-0.08158,-0.039457,-0.006481,0.00296,0
99,-0.099703,-0.07311,0.06,-0.087441,-0.044379,0.00061,-0.00217,0
100,-0.1,-0.077933,0.06,-0.096637,-0.045273,0.000386,-0.002936,0
101,-0.097346,-0.076609,0.06,-0.099159,-0.043597,0.002971,0.012313,0
102,-0.094408,-0.076095,0.06,-0.097799,-0.041922,0.002804,0.013827,0
103,-0.1,-0.092066,0.06,-0.095256,-0.047676,-0.014438,0.007809,0
104,-0.1,-0.09626,0.06,-0.098814,-0.048466,-0.016853,-0.007503,0
105,-0.1,-0.098674,0.06,-0.099704,-0.048937,-0.018822,-0.007843,0
106,-0.1,-0.085811,0.06,-0.099926,-0.046564,-0.005848,-0.01797,0
107,-0.1,-0.083839,0.06,-0.099981,-0.046229,-0.003849,-0.015623,0
108,-0.1,-0.085313,0.06,-0.099995,-0.046478,-0.005315,0.000653,0
109,-0.097145,-0.079415,0.06,-0.099999,-0.043924,0.000584,0.013766,0
110,-0.1,-0.079756,0.06,-0.097859,-0.045561,-0.000827,0.0013,0
111,-0.1,-0.082102,0.06,-0.099465,-0.045941,-0.00237,0.003205,0
112,-0.1,-0.080179,0.06,-0.099866,-0.045629,-0.000246,-0.008921,0
113,-0.1,-0.079432,0.06,-0.099967,-0.045509,0.000551,-0.00307,0
114,-0.090986,-0.05947,0.06,-0.099992,-0.037851,0.020526,0.016926,0
115,-0.095384,-0.069077,0.06,-0.093237,-0.041429,0.007542,0.007282,0
116,-0.1,-0.083852,0.06,-0.094848,-0.046231,-0.006428,-0.001538,0
117,-0.098789,-0.081331,0.06,-0.098712,-0.045139,-0.001975,0.011136,0
118,-0.1,-0.0866,0.06,-0.098769,-0.0467,-0.007215,0.00014,0
119,-0.1,-0.102075,0.06,-0.099692,-0.049619,-0.022229,-0.001543,0
120,-0.1,-0.104021,0.06,-0.099923,-0.05002,-0.024059,-0.00622,0
121,-0.1,-0.103847,0.06,-0.099981,-0.049984,-0.023857,-0.004675,0
122,-0.1,-0.110759,0.06,-0.099995,-0.051468,-0.030761,-0.017475,0
123,-0.1,-0.084498,0.06,-0.099999,-0.04634,-0.004499,-0.023359,0
124,-0.1,-0.091923,0.06,-0.1,-0.04765,-0.011924,0.004354,0
125,-0.1,-0.065106,0.06,-0.1,-0.043439,0.014894,-0.009104,0
126,-0.1,-0.07252,0.06,-0.1,-0.044459,0.00748,-0.002047,0
127,-0.1,-0.060935,0.06,-0.1,-0.042913,0.019065,-0.011097,0
128,-0.1,-0.068616,0.06,-0.1,-0.043908,0.011384,0.001115,0
129,-0.1,-0.068553,0.06,-0.1,-0.0439,0.011447,-0.003092,0
130,-0.1,-0.073058,0.06,-0.1,-0.044537,0.006942,-0.015604,0
131,-0.1,-0.077046,0.06,-0.1,-0.045136,0.002954,-0.012026,0
132,-0.1,-0.076075,0.06,-0.1,-0.044987,0.003925,-0.012769,0
133,-0.1,-0.07348,0.06,-0.1,-0.044599,0.00652,0.002466,0
134,-0.1,-0.074193,0.06,-0.1,-0.044705,0.005807,0.004997,0
135,-0.1,-0.07551,0.06,-0.1,-0.044902,0.00449,0.002999,0
136,-0.1,-0.082629,0.06,-0.1,-0.046028,-0.002629,0.004964,0
137,-0.087483,-0.082619,0.06,-0.1,-0.039329,-0.002619,0.02391,0
138,-0.081184,-0.064552,0.06,-0.090612,-0.033538,0.010754,0.018205,0
139,-0.093459,-0.070347,0.06,-0.083541,-0.040571,0.001423,-0.000201,0
140,-0.097308,-0.064964,0.06,-0.090979,-0.041927,0.010525,0.002507,0
141,-0.1,-0.066654,0.06,-0.095726,-0.043643,0.011209,-0.015942,0
142,-0.1,-0.0642,0.06,-0.098931,-0.043322,0.015266,-0.005021,0
143,-0.1,-0.078064,0.06,-0.099733,-0.045294,0.001803,-0.007728,0
144,-0.1,-0.076595,0.06,-0.099933,-0.045067,0.003372,-0.004112,0
145,-0.1,-0.079969,0.06,-0.099983,-0.045595,2.3e-05,-0.003502,0
146,-0.1,-0.081998,0.06,-0.099996,-0.045924,-0.002,-0.000576,0
147,-0.1,-0.069627,0.06,-0.099999,-0.044048,0.010372,-0.026012,0
148,-0.1,-0.074634,0.06,-0.1,-0.04477,0.005366,-0.013842,0
149,-0.1,-0.073876,0.06,-0.1,-0.044658,0.006124,-0.012024,0
150,-0.1,-0.089767,0.06,-0.1,-0.047258,-0.009767,-0.003935,0
151,-0.1,-0.073018,0.06,-0.1,-0.044532,0.006982,-0.017699,0
152,-0.1,-0.068202,0.06,-0.1,-0.043852,0.011798,-0.013905,0
153,-0.1,-0.072232,0.06,-0.1,-0.044417,0.007768,-0.018872,0
154,-0.1,-0.077238,0.06,-0.1,-0.045166,0.002762,0.001677,0
155,-0.091681,-0.073405,0.06,-0.1,-0.040068,0.006595,0.018329,0
156,-0.086862,-0.062845,0.06,-0.093761,-0.036137,0.014036,0.015389,0
157,-0.081655,-0.050517,0.06,-0.088586,-0.032152,0.023776,0.013623,0
158,-0.08461,-0.048427,0.06,-0.083388,-0.0334,0.023267,0.005208,0
159,-0.095611,-0.055333,0.06,-0.084304,-0.039842,0.01682,-0.003849,0
160,-0.1,-0.056702,0.06,-0.092784,-0.042415,0.01969,-0.014093,0
161,-0.1,-0.059056,0.06,-0.098196,-0.042688,0.020042,-0.010362,0
162,-0.1,-0.056375,0.06,-0.099549,-0.042378,0.023399,0.001291,0
163,-0.098156,-0.048999,0.06,-0.099887,-0.040575,0.030945,0.008083,0
164,-0.1,-0.070209,0.06,-0.098589,-0.044129,0.009085,0.00418,0
165,-0.1,-0.08284,0.06,-0.099647,-0.046062,-0.003017,-0.002675,0
166,-0.1,-0.069978,0.06,-0.099912,-0.044097,0.009978,0.00477,0
167,-0.1,-0.078596,0.06,-0.099978,-0.045377,0.001393,-0.007275,0
168,-0.1,-0.07876,0.06,-0.099994,-0.045403,0.001238,-0.016531,0
169,-0.1,-0.084502,0.06,-0.099999,-0.046341,-0.004503,-0.006798,0
170,-0.1,-0.073909,0.06,-0.1,-0.044663,0.006091,0.002009,0
171,-0.1,-0.094067,0.06,-0.1,-0.048049,-0.014067,0.004249,0
172,-0.1,-0.089271,0.06,-0.1,-0.047169,-0.009271,0.006688,0
173,-0.1,-0.07356,0.06,-0.1,-0.044611,0.00644,-0.016619,0
174,-0.1,-0.080221,0.06,-0.1,-0.045635,-0.000221,-0.004063,0
175,-0.1,-0.092807,0.06,-0.1,-0.047813,-0.012807,0.012322,0
176,-0.096044,-0.086018,0.06,-0.1,-0.044415,-0.006018,0.015859,0
177,-0.091504,-0.087297,0.06,-0.097033,-0.042207,-0.00878,0.017653,0
178,-0.090143,-0.074042,0.06,-0.092886,-0.039357,0.002402,0.012921,0
179,-0.090243,-0.071858,0.06,-0.090829,-0.03909,0.003556,0.010456,0
180,-0.096629,-0.079612,0.06,-0.09039,-0.043673,-0.004417,0.004798,0
181,-0.099683,-0.081847,0.06,-0.09507,-0.045722,-0.004312,0.006713,0
182,-0.1,-0.074285,0.06,-0.09853,-0.044718,0.00498,-0.006558,0
183,-0.099356,-0.07733,0.06,-0.099632,-0.04482,0.002486,0.01088,0
184,-0.1,-0.083921,0.06,-0.099425,-0.046243,-0.004209,-0.001695,0
185,-0.1,-0.081256,0.06,-0.099856,-0.045802,-0.001328,0.007427,0
186,-0.093342,-0.08082,0.06,-0.099964,-0.042092,-0.000838,0.017746,0
187,-0.085666,-0.071231,0.06,-0.094997,-0.036658,0.006268,0.019066,0
188,-0.06218,-0.065179,0.06,-0.087999,-0.02513,0.00882,0.034716,0
189,-0.076121,-0.059784,0.06,-0.068634,-0.030543,0.004533,0.000794,0
190,-0.085275,-0.051118,0.06,-0.07425,-0.034001,0.016007,-0.0041,0
191,-0.079937,-0.059191,0.06,-0.082519,-0.032273,0.012068,0.010635,0
192,-0.097111,-0.074662,0.06,-0.080583,-0.043173,-0.00437,-0.006135,0
193,-0.1,-0.092359,0.06,-0.092979,-0.04773,-0.01587,-0.011623,0
194,-0.1,-0.086714,0.06,-0.098245,-0.046719,-0.007592,-0.001732,0
195,-0.1,-0.082885,0.06,-0.099561,-0.04607,-0.003104,-0.015167,0
196,-0.1,-0.100599,0.06,-0.09989,-0.04932,-0.020654,-0.008556,0
197,-0.1,-0.098218,0.06,-0.099973,-0.048847,-0.018232,-0.00054,0
198,-0.1,-0.087143,0.06,-0.099993,-0.046794,-0.007147,0.001058,0
199,-0.1,-0.078921,0.06,-0.099998,-0.045428,0.001078,0.002927,0
200,-0.1,-0.075004,0.06,-0.1,-0.044826,0.004995,-0.00529,0
