step,inflation,output_gap,interest_rate,reward,shock_active
70,0.0554,0.045455973149010974,0.12122798711061478,-0.0028477384656452154,False
71,0.0735,0.07617873457429292,0.15,-0.008461613964194046,False
72,0.0759,0.08112335332409402,0.15,-0.009158618454545797,False
73,0.0658,0.04434042226817571,0.14667022228240967,-0.003302896756744413,False
74,0.0584,0.036318774372680634,0.12415938824415207,-0.0022495421964826724,False
75,0.0722,0.030457568457247064,0.15,-0.0033352120842861242,False
76,0.06269999999999999,0.013585079809549871,0.12354254722595215,-0.0015651327970773248,False
77,0.0623,0.010938534530021629,0.12121926993131638,-0.0011169303463583607,False
78,0.0673,0.015760754119358625,0.13613037765026093,-0.0018501519371138635,False
79,0.0669,0.01272621106084193,0.13361310958862305,-0.0016123447672121666,False
80,0.0727,0.001905279702664615,0.1427026391029358,-0.002183519864141167,False
81,0.0761,0.006127504883756573,0.15,-0.0026705920541314613,False
82,0.0693,-0.0051268703778772785,0.13068656623363495,-0.0019297691617954403,False
83,0.045899999999999996,-0.03612255585488667,0.05668871849775314,-0.004112299776260781,False
84,0.0406,-0.04468074686664581,0.0391596294939518,-0.0021507236212128743,False
85,0.050300000000000004,-0.02442953352224851,0.07353522628545761,-0.0013998229355007563,False
86,0.0552,-0.014761197253644186,0.09061940014362335,-0.0008259074425690094,False
87,0.042300000000000004,-0.028454936625894597,0.05152253434062004,-0.0015845458761927027,False
88,0.063,0.021923561795881157,0.1284617781639099,-0.004498466181867644,False
89,0.0626,0.011441247399034545,0.12222062796354294,-0.0011718981199576853,False
90,0.0559,0.0008856722503611872,0.1001928374171257,-0.0007490161935134739,False
91,0.053,-0.004120686706230646,0.09043965488672256,-0.00040254234366658633,False
92,0.0435,-0.012610099459655627,0.06244494765996933,-0.0005753664247382219,False
93,0.044800000000000006,-0.014508610506498008,0.06474569439888,-0.0002592264966075686,False
94,0.049100000000000005,-0.006283509871176093,0.0796082466840744,-0.00031555022651623616,False
95,0.056600000000000004,0.006052110571737549,0.10452605783939362,-0.0008981966987586129,False
96,0.0601,-0.0027934610239311545,0.10885327309370041,-0.0008251858204207752,False
97,0.060700000000000004,0.0019264339515008438,0.11271321773529053,-0.0008681407340875656,False
98,0.0695,0.021751699882999572,0.14462584257125854,-0.002722844259760706,False
99,0.0779,0.034252494472824246,0.15,-0.0040604941616453035,False
100,0.0704,0.010056124244507941,0.14102806150913239,-0.001989693474962937,False
101,0.0701,-0.006708808024897808,0.13189560174942017,-0.0018987290157463142,False
102,0.06709999999999999,-0.015573499647571841,0.11996325850486755,-0.0017825442989258297,False
103,0.07,-0.010085944883325142,0.12995703518390656,-0.0019516640703447251,False
104,0.0741,-0.007891528598876318,0.14130423963069916,-0.002452275748005537,False
105,0.0677,-0.020726079995761152,0.11888695508241653,-0.0022154177152500258,False
106,0.0588,-0.030340355428463535,0.0918298214673996,-0.001993461407255936,False
107,0.0572,-0.008610425330665524,0.09869478642940521,-0.0006893832963397489,False
108,0.0652,0.010857437863785957,0.12842872738838196,-0.0018300175794419297,False
109,0.0644,0.00966145419825642,0.125830739736557,-0.0012874384671445237,False
110,0.056600000000000004,-0.008615295799056524,0.09719235450029373,-0.0010354218761755524,False
111,0.047,-0.04527994879223564,0.05486002191901207,-0.003044286953513602,False
112,0.0431,-0.04428909778828068,0.04560545086860657,-0.0020235677255633906,False
113,0.0487,-0.023628976131214285,0.06993551552295685,-0.001005684536051927,False
114,0.07440000000000001,0.057129240219881444,0.15,-0.008835630925388263,False
115,0.0683,0.031579782528093917,0.14653989672660828,-0.002605048821852974,False
116,0.050199999999999995,-0.00792070055418875,0.08153965324163437,-0.002383333323822072,False
117,0.0487,-0.009683678140403423,0.0769081637263298,-0.00025587896989211515,False
118,0.0555,-0.005833722888518057,0.09583313763141632,-0.0006936096413941223,False
119,0.056900000000000006,0.009561249834335771,0.10703062266111374,-0.000725329333889735,False
120,0.051,0.0033683301943363414,0.08918416500091553,-0.0004125936738067014,False
121,0.0509,0.01040498362589955,0.09245249629020691,-0.0003512246789635183,False
122,0.048499999999999995,-0.00556988764722776,0.0784650593996048,-0.0002733478437870286,False
123,0.0483,0.0091720329915788,0.08533602207899094,-0.0002455112532693686,False
124,0.048,-0.007280884234659772,0.07635956257581711,-0.00022129968784457708,False
125,0.0508,0.005643863550274879,0.08982192724943161,-0.00035575082707681307,False
126,0.036000000000000004,-0.0031803529016802973,0.04840981960296631,-0.0008995959744404412,False
127,0.0365,-0.011449645572651134,0.04552517458796501,-0.0001597549721706157,False
128,0.054900000000000004,0.021977306245851386,0.10823865979909897,-0.0028935126034874974,False
129,0.0621,0.03297835864755752,0.13173918426036835,-0.0023405294640642922,False
130,0.0548,0.006747930376884023,0.10037396848201752,-0.0009755029447825281,False
131,0.052199999999999996,-0.015308290009154117,0.08284585922956467,-0.0006856410499873291,False
132,0.0426,-0.030761002259263016,0.051119495183229446,-0.0014630403477946803,False
133,0.0361,-0.048231838944671465,0.026134081184864044,-0.002668865744319584,False
134,0.0334,-0.039249546849385364,0.023875225335359573,-0.001630198142756517,False
135,0.0316,-0.04419387982184632,0.01690305769443512,-0.002118524574514372,False
136,0.0282,-0.026655759807301664,0.01717212237417698,-0.0009890457288055012,False
137,0.021,-0.0435571407692037,0.0,-0.002766665405405082,False
138,0.0161,-0.04786632777741972,0.0,-0.0034336053348953824,False
139,0.0207,-0.02095789004823908,0.0012710550799965858,-0.0011850209457822712,False
140,0.0144,-0.04167495520293082,0.0,-0.0030483296816744827,False
141,0.0025,-0.05486536481630336,0.0,-0.0058227082564260586,False
142,0.0070999999999999995,-0.02162086431021841,0.0,-0.002632281773520876,False
143,0.013300000000000001,-0.020971523793787007,0.0,-0.0018655848102333747,False
