step,inflation,output_gap,interest_rate,E_pi,reward,eps_d,eps_s,shock_active
41,0.03222,-0.004516,0.05443,0.039932,-0.000142,0.002732,-0.006636,0
42,0.025548,-0.003063,0.038291,0.034148,-0.000557,-0.000992,-0.007799,0
43,0.026474,-0.007581,0.022338,0.027698,-0.000551,-0.010261,0.00019,0
44,0.02544,-0.008745,0.022395,0.02678,-0.0005,-0.010938,0.000239,0
45,0.030045,-0.000536,0.019227,0.025775,-0.000203,-0.003811,0.004609,0
46,0.030427,-0.000278,0.034845,0.028978,-0.000305,0.002656,0.00178,0
47,0.029366,-0.004459,0.035928,0.030065,-0.000247,-0.001527,0.000271,0
48,0.012628,-0.01539,0.031186,0.029541,-0.001747,-0.014568,-0.014308,0
49,-0.003722,-0.012351,0.0,0.016856,-0.004462,-0.020779,-0.018558,0
50,-0.020377,-0.010636,0.0,0.001422,-0.007404,-0.011347,-0.020189,1
51,-0.013664,0.001568,0.0,-0.014927,-0.005762,0.009032,0.000879,1
52,-0.003465,0.016482,0.0,-0.013979,-0.00405,0.023472,0.007902,1
53,0.000542,0.025915,0.0,-0.006094,-0.003786,0.028962,0.002687,1
54,0.001933,0.032114,0.0,-0.001117,-0.00393,0.032673,-0.001778,1
55,-0.009654,0.050179,0.0,0.00117,-0.007449,0.049593,-0.01834,1
56,-0.007298,0.054717,0.0,-0.006948,-0.007468,0.058191,-0.008627,1
57,-0.018919,0.052375,0.0,-0.007211,-0.009686,0.05598,-0.019637,1
58,-0.025144,0.051767,0.0,-0.015992,-0.011167,0.059763,-0.017077,1
59,-0.024814,0.052268,0.0,-0.022856,-0.011134,0.063696,-0.010028,1
60,-0.022706,0.065239,0.0,-0.024325,-0.01212,0.077401,-0.00841,1
61,-0.017967,0.054438,0.0,-0.02311,-0.009684,0.065993,-0.003253,1
62,0.001329,0.058329,0.0,-0.019253,-0.006393,0.067955,0.01164,1
63,0.017625,0.072341,0.0,-0.003817,-0.006234,0.074249,0.010553,1
64,0.017041,0.069696,0.040234,0.012265,-0.006721,0.083681,-0.005556,1
65,0.012487,0.062657,0.03745,0.015847,-0.005444,0.073459,-0.012599,1
66,0.001421,0.063693,0.022547,0.013327,-0.007144,0.068303,-0.021326,1
67,0.000599,0.075092,0.0,0.004398,-0.008998,0.072893,-0.015018,1
68,-0.008628,0.060033,0.0,0.001549,-0.008333,0.059259,-0.019167,1
69,0.0,0.060947,0.0,-0.006084,-0.006915,0.063989,-0.003119,1
70,0.037763,0.080006,0.0,-0.001521,-0.006411,0.080766,0.027267,1
71,0.04112,0.046618,0.09441,0.027942,-0.006632,0.079852,0.006465,1
72,0.049208,0.034698,0.086109,0.037826,-0.001408,0.05884,0.006556,1
73,0.049831,0.027681,0.10037,0.046363,-0.001061,0.054684,-0.00022,1
74,0.051233,0.028655,0.098418,0.048964,-0.001075,0.053382,-0.00154,1
75,0.056809,0.040023,0.10241,0.050666,-0.002175,0.065895,0.000647,1
76,0.049473,0.031477,0.122034,0.055273,-0.001363,0.064858,-0.009969,1
77,0.043733,0.027754,0.099422,0.050923,-0.001054,0.052003,-0.010844,1
78,0.061818,0.037132,0.083209,0.045531,-0.002462,0.055972,0.011173,1
79,0.077081,0.02254,0.133111,0.057746,-0.004503,0.060222,0.016531,1
80,0.072486,0.019285,0.15,0.072247,-0.002625,0.058161,-0.001931,0
81,0.062422,-0.005795,0.15,0.072427,-0.001039,0.032992,-0.008411,0
82,0.053415,0.016005,0.113159,0.064923,-0.001295,0.040122,-0.01326,0
83,0.040569,0.01217,0.101539,0.056292,-0.000216,0.034793,-0.016985,0
84,0.040758,0.020304,0.067507,0.0445,-0.000992,0.031808,-0.006342,0
85,0.037939,0.005835,0.072048,0.041694,-5.3e-05,0.021012,-0.004213,0
86,0.040426,2.6e-05,0.057766,0.038878,-0.000102,0.00947,0.001933,0
87,0.027413,-0.00753,0.061079,0.040039,-0.000379,0.002989,-0.011096,0
88,0.024548,-0.00523,0.024768,0.03057,-0.001164,-0.008131,-0.004932,0
89,0.026022,0.010591,0.018754,0.026053,-0.000521,0.006941,-0.001359,0
90,0.028075,0.001749,0.03035,0.02603,-0.000355,0.00391,0.002043,0
91,0.032423,0.011436,0.031061,0.027563,-0.000246,0.013185,0.003419,0
92,0.043734,-0.001841,0.046775,0.031208,-0.000155,0.005942,0.013115,0
93,0.062475,-0.006317,0.068415,0.040603,-0.001284,0.007589,0.023226,0
94,0.054943,-0.021233,0.11303,0.057007,-0.001893,0.006778,0.001691,0
95,0.069152,-0.021842,0.086742,0.055459,-0.002522,-0.0062,0.017524,0
96,0.070991,-0.018666,0.12196,0.065729,-0.002889,0.009449,0.008719,0
97,0.084972,-0.025685,0.128144,0.069675,-0.004724,0.003549,0.019846,0
98,0.077177,-0.040798,0.15,0.081148,-0.004668,-0.006372,0.00296,0
99,0.071243,-0.026501,0.132543,0.07817,-0.002807,0.000686,-0.00217,0
100,0.065483,-0.025502,0.124857,0.072975,-0.001979,0.000439,-0.002936,0
101,0.076177,-0.018792,0.110957,0.067356,-0.003067,0.003008,0.012313,0
102,0.082453,-0.030707,0.141045,0.073971,-0.005,0.00283,0.013827,0
103,0.07995,-0.049254,0.15,0.080333,-0.005658,-0.01442,0.007809,0
104,0.065077,-0.044441,0.135249,0.080046,-0.003342,-0.01684,-0.007503,0
105,0.055092,-0.034639,0.100471,0.068819,-0.00226,-0.018813,-0.007843,0
106,0.037451,-0.016785,0.08041,0.058524,-0.000496,-0.005842,-0.01797,0
107,0.025903,-0.005102,0.045235,0.042719,-0.001042,-0.003844,-0.015623,0
108,0.030255,-0.001362,0.022207,0.030107,-0.000457,-0.005312,0.000653,0
109,0.043415,-0.001783,0.034957,0.030218,-0.000108,0.000586,0.013766,0
110,0.038826,-0.01459,0.067645,0.040116,-0.00075,-0.000826,0.0013,0
111,0.04081,-0.00768,0.04977,0.039148,-0.00022,-0.002369,0.003205,0
112,0.029699,-0.009141,0.058186,0.040395,-0.000331,-0.000246,-0.008921,0
113,0.029264,0.0019,0.029677,0.032373,-0.000641,0.000552,-0.00307,0
114,0.049441,0.018492,0.03411,0.030041,-0.00053,0.020526,0.016926,0
115,0.048939,-0.016586,0.092848,0.044591,-0.00216,0.007542,0.007282,0
116,0.042906,-0.019529,0.074054,0.047852,-0.000575,-0.006428,-0.001538,0
117,0.053539,-0.008654,0.057501,0.044143,-0.000579,-0.001975,0.011136,0
118,0.046861,-0.02638,0.08952,0.05119,-0.001303,-0.007215,0.00014,0
119,0.041385,-0.030238,0.063962,0.047943,-0.001245,-0.022229,-0.001543,0
120,0.032367,-0.026719,0.048344,0.043025,-0.000952,-0.024059,-0.00622,0
121,0.026988,-0.020119,0.027557,0.035031,-0.000959,-0.023857,-0.004675,0
122,0.007489,-0.024967,0.017411,0.028999,-0.002789,-0.030761,-0.017475,0
123,-0.010332,0.001934,0.0,0.012866,-0.005222,-0.004499,-0.023359,0
124,-0.002262,-0.01419,0.0,-0.004532,-0.003773,-0.011924,0.004354,0
125,-0.009883,0.013479,0.0,-0.002829,-0.005158,0.014894,-0.009104,0
126,-0.009572,0.00342,0.0,-0.008119,-0.004926,0.00748,-0.002047,0
127,-0.018044,0.014461,0.0,-0.009209,-0.006947,0.019065,-0.011097,0
128,-0.014041,0.003466,0.0,-0.015835,-0.005853,0.011384,0.001115,0
129,-0.016807,0.004202,0.0,-0.01449,-0.006472,0.011447,-0.003092,0
130,-0.031845,-0.001172,0.0,-0.016228,-0.010325,0.006942,-0.015604,0
131,-0.04134,-0.011016,0.0,-0.027941,-0.013354,0.002954,-0.012026,0
132,-0.05264,-0.01507,0.0,-0.037991,-0.017392,0.003925,-0.012769,0
133,-0.048718,-0.017969,0.0,-0.048978,-0.016065,0.00652,0.002466,0
134,-0.046086,-0.018584,0.0,-0.048783,-0.015167,0.005807,0.004997,0
135,-0.046127,-0.01889,0.0,-0.04676,-0.015192,0.00449,0.002999,0
136,-0.044724,-0.025772,0.0,-0.046285,-0.01502,-0.002629,0.004964,0
137,-0.024529,-0.025176,0.0,-0.045114,-0.008962,-0.002619,0.02391,0
138,-0.011786,-0.004084,0.0,-0.029675,-0.00538,0.010754,0.018205,0
139,-0.017303,-0.006706,0.0,-0.016258,-0.006612,0.001423,-0.000201,0
140,-0.014064,0.002004,0.0,-0.017042,-0.00585,0.010525,0.002507,0
141,-0.030032,0.003805,0.0,-0.014809,-0.009823,0.011209,-0.015942,0
142,-0.030662,0.002153,0.0,-0.026226,-0.009991,0.015266,-0.005021,0
143,-0.038931,-0.012974,0.0,-0.029553,-0.012629,0.001803,-0.007728,0
144,-0.042571,-0.014922,0.0,-0.036586,-0.013859,0.003372,-0.004112,0
145,-0.047243,-0.020515,0.0,-0.041075,-0.015644,2.3e-05,-0.003502,0
146,-0.049547,-0.024851,0.0,-0.045701,-0.016655,-0.002,-0.000576,0
147,-0.0762,-0.013921,0.0,-0.048586,-0.027199,0.010372,-0.026012,0
148,-0.086838,-0.029283,0.0,-0.069297,-0.033033,0.005366,-0.013842,0
149,-0.098918,-0.035102,0.0,-0.082453,-0.039829,0.006124,-0.012024,0
150,-0.1,-0.057168,0.0,-0.094802,-0.042468,-0.009767,-0.003935,0
151,-0.1,-0.042368,0.0,-0.0987,-0.040995,0.006982,-0.017699,0
152,-0.1,-0.03804,0.0,-0.099675,-0.040647,0.011798,-0.013905,0
153,-0.1,-0.042191,0.0,-0.099919,-0.04098,0.007768,-0.018872,0
154,-0.1,-0.047228,0.0,-0.09998,-0.04143,0.002762,0.001677,0
155,-0.087176,-0.043403,0.0,-0.099995,-0.034231,0.006595,0.018329,0
156,-0.078762,-0.031155,0.0,-0.090381,-0.029179,0.014036,0.015389,0
157,-0.069785,-0.017057,0.0,-0.081666,-0.024396,0.023776,0.013623,0
158,-0.068786,-0.01311,0.0,-0.072755,-0.023841,0.023267,0.005208,0
159,-0.075641,-0.01807,0.0,-0.069779,-0.027072,0.01682,-0.003849,0
160,-0.090136,-0.017397,0.0,-0.074175,-0.034173,0.01969,-0.014093,0
161,-0.099101,-0.023031,0.0,-0.086145,-0.039228,0.020042,-0.010362,0
162,-0.097292,-0.024532,0.0,-0.095862,-0.0383,0.023399,0.001291,0
163,-0.090511,-0.017522,0.0,-0.096934,-0.034373,0.030945,0.008083,0
164,-0.092561,-0.036973,0.0,-0.092116,-0.036512,0.009085,0.00418,0
165,-0.1,-0.049242,0.0,-0.09245,-0.041625,-0.003017,-0.002675,0
166,-0.098223,-0.039078,0.0,-0.098113,-0.039738,0.009978,0.00477,0
167,-0.1,-0.047704,0.0,-0.098195,-0.041476,0.001393,-0.007275,0
168,-0.1,-0.048537,0.0,-0.099549,-0.041556,0.001238,-0.016531,0
169,-0.1,-0.054446,0.0,-0.099887,-0.042164,-0.004503,-0.006798,0
170,-0.1,-0.043895,0.0,-0.099972,-0.041127,0.006091,0.002009,0
171,-0.1,-0.064063,0.0,-0.099993,-0.043304,-0.014067,0.004249,0
172,-0.1,-0.05927,0.0,-0.099998,-0.042713,-0.009271,0.006688,0
173,-0.1,-0.04356,0.0,-0.1,-0.041097,0.00644,-0.016619,0
174,-0.1,-0.050221,0.0,-0.1,-0.041722,-0.000221,-0.004063,0
175,-0.096099,-0.062807,0.0,-0.1,-0.040991,-0.012807,0.012322,0
176,-0.088428,-0.054555,0.0,-0.097074,-0.035964,-0.006018,0.015859,0
177,-0.080142,-0.054075,0.0,-0.09059,-0.031792,-0.00878,0.017653,0
178,-0.074852,-0.038975,0.0,-0.082754,-0.027901,0.002402,0.012921,0
179,-0.070832,-0.034857,0.0,-0.076827,-0.025782,0.003556,0.010456,0
180,-0.072897,-0.040583,0.0,-0.072331,-0.027138,-0.004417,0.004798,0
181,-0.071418,-0.04069,0.0,-0.072755,-0.026484,-0.004312,0.006713,0
182,-0.082227,-0.030896,0.0,-0.071753,-0.030834,0.00498,-0.006558,0
183,-0.07353,-0.037318,0.0,-0.079608,-0.027171,0.002486,0.01088,0
184,-0.082254,-0.041733,0.0,-0.07505,-0.031634,-0.004209,-0.001695,0
185,-0.078454,-0.041554,0.0,-0.080453,-0.02979,-0.001328,0.007427,0
186,-0.066466,-0.040315,0.0,-0.078954,-0.024295,-0.000838,0.017746,0
187,-0.054105,-0.028526,0.0,-0.069588,-0.018525,0.006268,0.019066,0
188,-0.025705,-0.020167,0.0,-0.057976,-0.009041,0.00882,0.034716,0
189,-0.034494,-0.012353,0.0,-0.033773,-0.011251,0.004533,0.000794,0
190,-0.038243,-0.00115,0.0,-0.034313,-0.012245,0.016007,-0.0041,0
191,-0.027237,-0.006562,0.0,-0.037261,-0.009085,0.012068,0.010635,0
192,-0.038467,-0.019242,0.0,-0.029743,-0.012684,-0.00437,-0.006135,0
193,-0.052648,-0.034013,0.0,-0.036286,-0.018324,-0.01587,-0.011623,0
194,-0.054584,-0.03187,0.0,-0.048557,-0.018908,-0.007592,-0.001732,0
195,-0.072159,-0.029643,0.0,-0.053077,-0.026038,-0.003104,-0.015167,0
196,-0.083424,-0.054348,0.0,-0.067389,-0.033421,-0.020654,-0.008556,0
197,-0.087852,-0.057939,0.0,-0.079415,-0.036049,-0.018232,-0.00054,0
198,-0.091329,-0.050018,0.0,-0.085743,-0.036997,-0.007147,0.001058,0
199,-0.092689,-0.043888,0.0,-0.089933,-0.037139,0.001078,0.002927,0
200,-0.1,-0.041005,0.0,-0.092,-0.040881,0.004995,-0.00529,0
